X,Y,id,name
11.7672342,47.7021819,node/262090435,Leeberg
8.3452123,47.7022301,node/530263178,Untermettingen
8.9890225,47.7025048,node/1895236364,Gundholzen
11.5549224,47.7028599,node/8040164725,Ertlhöfe
11.8774699,47.7031212,node/54813086,Neuhaus
10.8624962,47.7031648,node/240124303,Steingaden
8.1715593,47.7037503,node/367095786,Unterweschnegg
11.9368351,47.7039146,node/294017246,Hammer
10.8349789,47.7041777,node/275431656,Urspring
11.1821594,47.7046556,node/2481971103,Rieden
9.8166671,47.7051034,node/60233044,Herfatz
10.2022223,47.7051615,node/183240216,Eschach
7.8884045,47.7052784,node/2363532068,Riedichen
7.8476208,47.7054471,node/29381503,Zell im Wiesental
11.4100763,47.7060548,node/1983991952,Benediktbeuern
9.7470469,47.7062554,node/240109155,Amtzell
10.2157327,47.7068353,node/183239836,Eschachried
10.6998088,47.7070236,node/60017050,Steinbach
10.5088462,47.7071157,node/34565159,Görisried
10.0354235,47.7071487,node/184631499,Neutrauchburg
8.952975,47.7073884,node/1893933244,Weiler
11.5655765,47.7081349,node/4440168593,Obergries
10.2511148,47.7086659,node/60014352,Ahegg
12.4812041,47.7088825,node/86002645,Oberwössen
12.38657,47.7090146,node/586450607,Ettenhausen
8.1878069,47.7091921,node/374236715,Segalen
8.9299378,47.7092571,node/1896992370,Bankholzen
8.1553299,47.7095865,node/1628541815,Oberweschnegg
10.0705885,47.7098179,node/287881409,Ratzenhofen
9.690188,47.7098436,node/240042302,Bodnegg
11.0713414,47.7099137,node/1700556863,Kalkofen
11.7543337,47.7099191,node/54813027,Tegernsee
7.5329468,47.7102932,node/30916341,Rheinweiler
7.6081502,47.7103628,node/294603095,Uttnach
11.5676057,47.7103752,node/4440168590,Rain
9.1011228,47.7104685,node/1906769557,Hegne
11.5560168,47.7109578,node/8040164727,Arzbach
9.2679626,47.7109726,node/1898960967,Daisendorf
10.878206,47.7109963,node/619240373,Lauterbach
7.6058155,47.7117391,node/294508215,Tannenkirch
7.8188644,47.711889,node/411027717,Gresgen
9.9469392,47.7123376,node/1856130629,Siggen
11.5502833,47.7125171,node/8040164728,Lain
11.7254859,47.7128111,node/54813022,Bad Wiessee
11.2478397,47.7134164,node/1987996405,Aidling
